issn;periodico;Ajuste_SBC;link_scopus;percentil;Qualis_Final;data-atualizacao;data-tentativa;logs
1433-7479;SOFT COMPUTING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28554;98;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1432-7643;SOFT COMPUTING (BERLIN. PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28554;98;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1432-7643;SOFT COMPUTING (HEIDELBERG);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28554;98;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0753-3322;BIOMEDICINE & PHARMACOTHERAPY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28620;93;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0010-2180;COMBUSTION AND FLAME;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28623;91;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1359-8368;COMPOSITES. PART B, ENGINEERING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28635;98;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1548-1603;GISCIENCE AND REMOTE SENSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28795;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0306-2619;APPLIED ENERGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28801;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0885-8969;IEEE TRANSACTIONS ON ENERGY CONVERSION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28824;88;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0885-8950;IEEE TRANSACTIONS ON POWER SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28825;96;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0167-4048;COMPUTERS & SECURITY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28898;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1540-7993;IEEE SECURITY & PRIVACY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28916;97;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1545-5971;IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28918;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0040-1951;TECTONOPHYSICS (AMSTERDAM);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28990;93;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0305-215X;ENGINEERING OPTIMIZATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29114;90;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0378-4371;PHYSICA. A (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29115;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0167-2789;PHYSICA. D, NONLINEAR PHENOMENA (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29120;88;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1050-2947;PHYSICAL REVIEW. A;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29143;90;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0031-9007;PHYSICAL REVIEW LETTERS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29150;94;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0370-1573;PHYSICS REPORTS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29229;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0360-5442;ENERGY (OXFORD);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29348;98;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0301-4215;ENERGY POLICY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29403;97;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0010-938X;CORROSION SCIENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29476;92;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0022-5193;JOURNAL OF THEORETICAL BIOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29663;91;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1364-503X;PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A: MATHEMATICAL, PHYSICAL AND ENGINEERING SCIENCES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29784;98;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0963-1798;JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=30017;90;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0168-1699;COMPUTERS AND ELECTRONICS IN AGRICULTURE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=30441;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1574-9541;ECOLOGICAL INFORMATICS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=3100147401;89;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1552-4450;NATURE CHEMICAL BIOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000148205;96;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1556-603X;IEEE COMPUTATIONAL INTELLIGENCE MAGAZINE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000148905;97;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1556-6013;IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000149002;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1687-4196;INTERNATIONAL JOURNAL OF BIOMEDICAL IMAGING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000150002;90;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1734-1922;ARCHIVES OF MEDICAL SCIENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000151806;89;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1553-7358;PLOS COMPUTATIONAL BIOLOGY (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000151810;90;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1648-5831;INFORMATICS IN EDUCATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4100151705;88;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1551-305X;FOUNDATIONS AND TRENDS IN THEORETICAL COMPUTER SCIENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4400151750;98;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0929-8215;JOURNAL OF NEW MUSIC RESEARCH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700151912;96;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1475-9217;STRUCTURAL HEALTH MONITORING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152204;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1556-4959;JOURNAL OF FIELD ROBOTICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152301;96;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1861-6410;INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152490;93;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1229-2370;JOURNAL OF COMMUNICATIONS AND NETWORKS (SEOUL. PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4800154012;88;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
0022-1694;JOURNAL OF HYDROLOGY (AMSTERDAM);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=50089;94;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1554-0669;FOUNDATIONS AND TRENDS IN INFORMATION RETRIEVAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5100155071;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1549-9618;JOURNAL OF CHEMICAL THEORY AND COMPUTATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5100155074;92;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1751-1577;JOURNAL OF INFORMATRICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5100155103;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1556-6072;IEEE VEHICULAR TECHNOLOGY MAGAZINE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5200152631;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1748-9326;ENVIRONMENTAL RESEARCH LETTERS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5200152632;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1476-8186;INTERNATIONAL JOURNAL OF AUTOMATION AND COMPUTING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5200152703;93;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1751-956X;IET INTELLIGENT TRANSPORT SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5400152639;97;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1134-3478;COMUNICAR (HUELVA);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5700164380;99;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1932-4545;IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5700191219;90;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1745-6150;BIOLOGY DIRECT;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800173376;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1754-2189;NATURE PROTOCOLS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800207366;96;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1932-4553;IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5900153311;96;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1537-5110;BIOSYSTEMS ENGINEERING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=61490;93;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1746-4811;PLANT METHODS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6400153153;95;A1;08/05/2023 21:54;08/05/2023 21:54;atualizado com sucesso
1863-2653;BRAIN STRUCTURE & FUNCTION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6600153204;89;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1741-1114;INTERNATIONAL JOURNAL OF WEB AND GRID SERVICES (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6700153282;95;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1741-1106;INTERNATIONAL JOURNAL OF WEB AND GRID SERVICES (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6700153282;95;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1687-5265;COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=7000153240;91;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0920-5691;INTERNATIONAL JOURNAL OF COMPUTER VISION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=72242;97;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1574-0137;COMPUTER SCIENCE REVIEW;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=8000153138;96;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1385-2256;PRECISION AGRICULTURE (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=86245;95;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
2072-4292;REMOTE SENSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=86430;91;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1551-3955;FOUNDATIONS AND TRENDS IN HUMAN-COMPUTER INTERACTION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=9000153101;94;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1552-3098;IEEE TRANSACTIONS ON ROBOTICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=95101;97;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0969-6016;INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=9700153238;88;A1;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1932-6203;PLOS ONE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=10600153309;87;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1747-7778;JOURNAL OF SIMULATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=10900153307;82;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1549-8328;IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS. I, REGULAR PAPERS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11000153733;85;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1541-1672;IEEE INTELLIGENT SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=110111;85;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0098-3004;COMPUTERS & GEOSCIENCES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=110327;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1874-3919;JOURNAL OF PROTEOMICS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11700154304;83;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1748-3107;DISABILITY AND REHABILITATION: ASSISTIVE TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11700154372;84;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1134-5764;TOP;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11700154400;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1935-3812;SWARM INTELLIGENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11700154734;77;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1841-9836;INTERNATIONAL JOURNAL OF COMPUTERS, COMMUNICATIONS & CONTROL (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11800154542;77;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1041-1135;IEEE PHOTONICS TECHNOLOGY LETTERS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12116;75;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0378-4754;MATHEMATICS AND COMPUTERS IN SIMULATION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12166;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0165-0009;CLIMATIC CHANGE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12177;84;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0734-2071;ACM TRANSACTIONS ON COMPUTER SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12213;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1063-8210;IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12300;78;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0306-4379;INFORMATION SYSTEMS (OXFORD);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12305;82;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0218-1274;INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS IN APPLIED SCIENCES AND ENGINEERING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12337;81;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0308-1079;INTERNATIONAL JOURNAL OF GENERAL SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12360;75;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0273-1177;ADVANCES IN SPACE RESEARCH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12375;80;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0169-8141;INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12385;84;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1383-7621;JOURNAL OF SYSTEMS ARCHITECTURE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12398;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0923-6082;MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12409;84;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1573-0824;MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12409;84;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0922-6443;REAL-TIME SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12443;82;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1573-1383;REAL-TIME SYSTEMS (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12443;82;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0954-3007;EUROPEAN JOURNAL OF CLINICAL NUTRITION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12538;85;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1475-2891;NUTRITION JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12653;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1094-4087;OPTICS EXPRESS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12862;84;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0001-4966;THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12936;78;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1433-2833;INTERNATIONAL JOURNAL ON DOCUMENT ANALYSIS AND RECOGNITION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=130138;80;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1741-2560;JOURNAL OF NEURAL ENGINEERING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=130164;83;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1563-5147;MATHEMATICAL PROBLEMS IN ENGINEERING (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13082;77;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1024-123X;MATHEMATICAL PROBLEMS IN ENGINEERING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13082;77;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1536-9323;JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13300154706;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1097-0088;INTERNATIONAL JOURNAL OF CLIMATOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13507;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0950-4230;JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13559;84;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1066-8888;THE VLDB JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13646;85;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0140-3664;COMPUTER COMMUNICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13681;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1099-4300;ENTROPY (BASEL. ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13715;87;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0303-2647;BIOSYSTEMS (AMSTERDAM. PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13794;85;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0923-5965;SIGNAL PROCESSING. IMAGE COMMUNICATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13803;82;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0377-0257;JOURNAL OF NON-NEWTONIAN FLUID MECHANICS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14422;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1619-1366;SOFTWARE AND SYSTEMS MODELING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=144641;87;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1619-1366;SOFTWARE AND SYSTEMS MODELING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=144641;87;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1359-4338;VIRTUAL REALITY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=144702;87;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0737-8831;LIBRARY HI TECH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=144908;81;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0003-9888;ARCHIVES OF DISEASE IN CHILDHOOD;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14491;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0039-3215;STUDIA LOGICA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=144951;81;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1660-4601;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=144989;75;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1109-2858;OPERATIONAL RESEARCH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14500154733;85;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1864-5909;EVOLUTIONARY INTELLIGENCE (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14500154734;87;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1539-3100;INTERNATIONAL JOURNAL OF DISTANCE EDUCATION TECHNOLOGIES;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145056;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1432-5012;INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145200;80;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0104-6500;JOURNAL OF THE BRAZILIAN COMPUTER SOCIETY (IMPRESSO) (JBCS);2;https://www.scopus.com/source/sourceInfo.url?sourceId=145262;60;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1678-4804;JOURNAL OF THE BRAZILIAN COMPUTER SOCIETY (ONLINE) (JBCS);2;https://www.scopus.com/source/sourceInfo.url?sourceId=145262;60;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1742-5468;JOURNAL OF STATISTICAL MECHANICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145274;83;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1741-0401;INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145293;82;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1381-298X;COMPUTATIONAL AND MATHEMATICAL ORGANIZATION THEORY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145592;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1742-206X;MOLECULAR BIOSYSTEMS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=145703;78;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0953-7325;TECHNOLOGY ANALYSIS AND STRATEGIC MANAGEMENT;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14715;78;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1570-8268;JOURNAL OF WEB SEMANTICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14879;83;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1133-0686;TEST (MADRID);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14882;78;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1386-145X;WORLD WIDE WEB (BUSSUM);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=14965;77;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0021-7557;JORNAL DE PEDIATRIA (IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15096;79;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1086-055X;SPE JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15300154827;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0018-9456;IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15361;87;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1082-9873;D-LIB MAGAZINE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15394;75;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
0272-1732;IEEE MICRO;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15463;86;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
1536-125X;IEEE TRANSACTIONS ON NANOTECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=15464;75;A2;08/05/2023 21:55;08/05/2023 21:55;atualizado com sucesso
