issn;periodico;Ajuste_SBC;link_scopus;percentil;Qualis_Final;data-atualizacao;data-tentativa;logs
0885-6125;MACHINE LEARNING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=24775;79;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1573-0565;MACHINE LEARNING (DORDRECHT. ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=24775;79;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1570-8683;JOURNAL OF APPLIED LOGIC;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=24779;79;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0941-0643;NEURAL COMPUTING & APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=24800;85;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1433-3058;NEURAL COMPUTING & APPLICATIONS (INTERNET);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=24800;85;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0941-0643;NEURAL COMPUTING & APPLICATIONS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=24800;85;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0167-8655;PATTERN RECOGNITION LETTERS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=24825;87;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1467-8659;COMPUTER GRAPHICS FORUM (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25023;77;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0167-7055;COMPUTER GRAPHICS FORUM (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25023;77;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0097-8493;COMPUTERS & GRAPHICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25028;86;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0018-9340;IEEE TRANSACTIONS ON COMPUTERS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25033;85;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0929-5585;DESIGN AUTOMATION FOR EMBEDDED SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25396;79;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1572-8080;DESIGN AUTOMATION FOR EMBEDDED SYSTEMS (DORDRECHT. ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25396;79;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1524-0703;GRAPHICAL MODELS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25515;78;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1070-986X;IEEE MULTIMEDIA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25531;87;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0953-5438;INTERACTING WITH COMPUTERS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25547;77;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0262-8856;IMAGE AND VISION COMPUTING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25549;75;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1047-3203;JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25592;86;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0920-8542;JOURNAL OF SUPERCOMPUTING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25623;80;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1573-0484;THE JOURNAL OF SUPERCOMPUTING (DORDRECHT. ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25623;80;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0942-4962;MULTIMEDIA SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25626;78;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1432-1882;MULTIMEDIA SYSTEMS (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25626;78;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1380-7501;MULTIMEDIA TOOLS AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25627;81;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1573-7721;MULTIMEDIA TOOLS AND APPLICATIONS (DORDRECHT. ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25627;81;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1017-1398;NUMERICAL ALGORITHMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25708;85;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1040-6182;QUATERNARY INTERNATIONAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25776;80;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1422-0067;INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=25879;85;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1615-5297;UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (INTERNET);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=2600147401;81;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1615-5289;UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=2600147401;81;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1531-636X;IEEE CIRCUITS AND SYSTEMS MAGAZINE (NEW YORK, N.Y. 2001: PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26004;77;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1420-3049;MOLECULES (BASEL. ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26370;83;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0376-8716;DRUG AND ALCOHOL DEPENDENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26380;82;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0036-1399;SIAM JOURNAL ON APPLIED MATHEMATICS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26404;75;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0363-0129;SIAM JOURNAL ON CONTROL AND OPTIMIZATION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26405;80;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0895-4798;SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26419;84;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1095-7189;SIAM JOURNAL ON OPTIMIZATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26422;87;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1052-6234;SIAM JOURNAL ON OPTIMIZATION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26422;87;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1064-8275;SIAM JOURNAL OF SCIENTIFIC COMPUTING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26425;85;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0378-3812;FLUID PHASE EQUILIBRIA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26899;79;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0743-7463;LANGMUIR;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=26987;83;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1463-9076;PCCP. PHYSICAL CHEMISTRY CHEMICAL PHYSICS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27011;84;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1063-6692;IEEE/ACM TRANSACTIONS ON NETWORKING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27237;87;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1383-469X;JOURNAL ON SPECIAL TOPICS IN MOBILE NETWORKS AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27306;82;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
1572-8153;MOBILE NETWORKS AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27306;82;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0278-0070;IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27724;79;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0885-2308;COMPUTER SPEECH & LANGUAGE (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27869;87;A2;08/05/2023 21:56;08/05/2023 21:56;atualizado com sucesso
0044-2275;ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK (PRINTED ED.);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27971;87;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0233-1934;OPTIMIZATION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=27989;81;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0168-9274;APPLIED NUMERICAL MATHEMATICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28067;76;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0020-7748;INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28078;84;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0021-9606;THE JOURNAL OF CHEMICAL PHYSICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28134;85;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0266-5611;INVERSE PROBLEMS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28497;86;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0029-599X;NUMERISCHE MATHEMATIK;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28536;79;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1055-6788;OPTIMIZATION METHODS & SOFTWARE (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28538;86;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1475-925X;BIOMEDICAL ENGINEERING ONLINE (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28586;82;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1471-2407;BMC CANCER (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28747;75;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0343-2521;GEO JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=28772;78;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1573-4277;OPTICAL SWITCHING AND NETWORKING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=2900147403;82;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1042-9247;ENGINEERING MANAGEMENT JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29088;75;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0031-9155;PHYSICS IN MEDICINE AND BIOLOGY (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29203;85;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1070-6631;PHYSICS OF FLUIDS (1994);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29210;87;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0262-6667;HYDROLOGICAL SCIENCES JOURNAL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29470;83;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0001-1452;AIAA JOURNAL (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29964;84;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0250-6807;ANNALS OF NUTRITION & METABOLISM;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=29992;78;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1574-1192;PERVASIVE AND MOBILE COMPUTING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=3200147819;87;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0160-0176;INTERNATIONAL REGIONAL SCIENCE REVIEW;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=34002;86;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1980-5322;CLINICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4000148010;78;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1541-5856;LIMNOLOGY AND OCEANOGRAPHY, METHODS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4400151737;76;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1641-876X;INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS AND COMPUTER SCIENCE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4500151509;76;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1551-6857;ACM TRANSACTIONS ON MULTIMEDIA COMPUTING COMMUNICATIONS AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700151918;79;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1746-8094;BIOMEDICAL SIGNAL PROCESSING AND CONTROL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152237;81;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0219-6220;INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND DECISION MAKING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152646;82;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1550-4859;ACM TRANSACTIONS ON SENSOR NETWORKS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152843;75;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1772-9890;JOURNAL IN COMPUTER VIROLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152849;85;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1742-5255;EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700152856;84;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1549-6325;ACM TRANSACTIONS ON ALGORITHMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4700153006;85;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1556-4665;ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=4800153205;81;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1807-0302;COMPUTATIONAL & APPLIED MATHEMATICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5000153703;77;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
2238-3603;COMPUTATIONAL AND APPLIED MATHEMATICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5000153703;77;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1687-5176;EURASIP JOURNAL ON IMAGE AND VIDEO PROCESSING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5200152707;77;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1862-5347;ADVANCES IN DATA ANALYSIS AND CLASSIFICATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5200152822;79;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1477-1535;LIGHTING RESEARCH AND TECHNOLOGY (2001. PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=52949;77;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1751-8687;IET GENERATION, TRANSMISSION & DISTRIBUTION (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5400152713;83;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0171-6468;OR-SPEKTRUM;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=56494;76;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1540-5710;POPULAR COMMUNICATION. THE INTERNATIONAL JOURNAL OF MEDIA AND CULTURE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5700164354;80;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1556-4681;ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800173377;83;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1550-1329;INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800173381;77;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1550-1477;INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800173381;77;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1559-1131;ACM TRANSACTIONS ON THE WEB;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=5800207369;80;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0191-2917;PLANT DISEASE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=60195;75;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1743-5889;NANOMEDICINE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6100152802;86;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1996-1073;ENERGIES (BASEL);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=62932;85;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0266-6669;INFORMATION DEVELOPMENT;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6400153106;81;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1746-0441;EXPERT OPINION ON DRUG DISCOVERY (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=6800153101;84;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1749-5024;SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=7000153204;87;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1678-5878;JOURNAL OF THE BRAZILIAN SOCIETY OF MECHANICAL SCIENCES AND ENGINEERING (IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=71359;75;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1932-4537;IEEE ETRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=7200153156;84;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1570-7873;JOURNAL OF GRID COMPUTING;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=800147111;82;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0925-5001;JOURNAL OF GLOBAL OPTIMIZATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=88345;81;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1573-2916;JOURNAL OF GLOBAL OPTIMIZATION (DORDRECHT. ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=88345;81;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1549-7747;IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS. II, EXPRESS BRIEFS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=9500153930;79;A2;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1735-2630;INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY;nulo;https://www.scopus.com/sourceid/4000148503;87;A2;nulo;08/05/2023 21:57;Other error occurred: 'entry' - Status_code: 200
1748-670X;COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=11000153760;65;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1548-3886;INTERNATIONAL JOURNAL OF ELECTRONIC GOVERNMENT RESEARCH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12000154348;74;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1550-1876;INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12000154349;70;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1748-9725;JOURNAL OF LOCATION BASED SERVICES (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12100155655;72;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1084-6654;ACM JOURNAL OF EXPERIMENTAL ALGORITHMICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12100155656;64;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0266-4763;JOURNAL OF APPLIED STATISTICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12119;65;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1755-5817;CIRP JOURNAL OF MANUFACTURING SCIENCE AND TECHNOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12300154704;73;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1959-0318;I R B M NEWS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12300154908;68;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1084-7529;JOURNAL OF THE OPTICAL SOCIETY OF AMERICA. A, OPTICS, IMAGE SCIENCE, AND VISION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12320;64;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0740-3224;JOURNAL OF THE OPTICAL SOCIETY OF AMERICA. B, OPTICAL PHYSICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12341;72;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0020-7179;INTERNATIONAL JOURNAL OF CONTROL;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12342;71;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0949-149X;INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12345;64;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0030-4018;OPTICS COMMUNICATIONS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12352;70;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1090-2724;JOURNAL OF COMPUTER AND SYSTEM SCIENCES (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12370;67;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0022-0000;JOURNAL OF COMPUTER AND SYSTEM SCIENCES (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12370;67;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1827-1987;GEOSPATIAL HEALTH (Open Access);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12400154713;63;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1464-5319;INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE (ONLINE);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12419;74;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0033-0124;PROFESSIONAL GEOGRAPHER;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12440;74;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0022-0833;JOURNAL OF ENGINEERING MATHEMATICS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12485;74;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1471-2393;BMC PREGNANCY AND CHILDBIRTH;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12550;73;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0932-8092;MACHINE VISION AND APPLICATIONS;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12984;67;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1432-1769;MACHINE VISION AND APPLICATIONS (INTERNET);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=12984;67;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1983-2052;TROPICAL PLANT PATHOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13000154710;63;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1982-5676;TROPICAL PLANT PATHOLOGY (IMPRESSO);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13000154710;63;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1361-1682;TRANSACTIONS IN GIS (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13178;72;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0149-1970;PROGRESS IN NUCLEAR ENERGY (NEW SERIES);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13182;74;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1521-9615;COMPUTING IN SCIENCE & ENGINEERING (PRINT);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13185;66;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0943-7444;KNOWLEDGE ORGANIZATION;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13360;64;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0146-4833;COMPUTER COMMUNICATION REVIEW;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13683;66;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0323-3847;BIOMETRICAL JOURNAL (1977);nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13734;73;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
0892-1997;JOURNAL OF VOICE;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13783;65;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
1651-2022;LOGOPEDICS PHONIATRICS VOCOLOGY;nulo;https://www.scopus.com/source/sourceInfo.url?sourceId=13805;66;A3;08/05/2023 21:57;08/05/2023 21:57;atualizado com sucesso
