ISSN UNIFICADO;ISSN;TÍTULO;ID ÁREA MÃE ;ÁREA MÃE
;0232-704X;ANNALS OF GLOBAL ANALYSIS AND GEOMETRY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0233-1888;STATISTICS (BERLIN);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1029-4945;0233-1934;OPTIMIZATION (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0236-5294;ACTA MATHEMATICA HUNGARICA (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0239-7269;BULLETIN OF THE POLISH ACADEMY OF SCIENCES. MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1778-7017;0246-0203;ANNALES DE L'I.H.P. PROBABILITÉS ET STATISTIQUES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0252-9599;CHINESE ANNALS OF MATHEMATICS. SER. B;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0252-9602;ACTA MATHEMATICA SCIENTIA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0252-9742;BULLETIN OF THE EUROPEAN ASSOCIATION FOR THEORETICAL COMPUTER SCIENCE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
2304-4306;0254-4415;ECONOMÍA (LIMA);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1572-9443;0257-0130;QUEUEING SYSTEMS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0259-9791;JOURNAL OF MATHEMATICAL CHEMISTRY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1360-0532;0266-4763;JOURNAL OF APPLIED STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0266-5611;INVERSE PROBLEMS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
8218-5239;0271-4132;CONTEMPORARY MATHEMATICS - AMERICAN MATHEMATICAL SOCIETY (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0272-4960;IMA JOURNAL OF APPLIED MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0272-4979;IMA JOURNAL OF NUMERICAL ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0273-0979;BULLETIN, NEW SERIES, OF THE AMERICAN MATHEMATICAL SOCIETY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1097-0258;0277-6715;STATISTICS IN MEDICINE (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0294-1449;ANNALES DE L INSTITUT HENRI POINCARÉ. ANALYSE NON LINÉAIRE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0303-1179;ASTÉRISQUE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0303-6812;JOURNAL OF MATHEMATICAL BIOLOGY (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1467-9469;0303-6898;SCANDINAVIAN JOURNAL OF STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0304-4149;STOCHASTIC PROCESSES AND THEIR APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0304-9914;JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0305-0041;MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0306-7734;INTERNATIONAL STATISTICAL REVIEW;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0308-1087;LINEAR AND MULTILINEAR ALGEBRA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0308-2105;PROCEEDINGS. SECTION A. MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0319-5724;CANADIAN JOURNAL OF STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0323-3847;BIOMETRICAL JOURNAL (1977);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0340-6253;MATCH (MULHEIM);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0343-6993;THE MATHEMATICAL INTELLIGENCER;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0354-5180;FILOMAT (UNIVERZITET U NISHU);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0360-5302;COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1532-4141;0361-0918;COMMUNICATIONS IN STATISTICS. SIMULATION AND COMPUTATION;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1532-415X;0361-0926;COMMUNICATIONS IN STATISTICS. THEORY AND METHODS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0362-1588;HOUSTON JOURNAL OF MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0362-546X;NONLINEAR ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1095-7138;0363-0129;SIAM JOURNAL ON CONTROL AND OPTIMIZATION (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1526-5471;0364-765X;MATHEMATICS OF OPERATIONS RESEARCH;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1777-5310;0373-0956;ANNALES DE L'INSTITUT FOURIER;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0373-3114;ANNALI DI MATEMATICA PURA ED APPLICATA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0373-3505;LE MATEMATICHE (CATANIA);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0374-3535;JOURNAL OF ELASTICITY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0377-0427;JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0377-9017;LETTERS IN MATHEMATICAL PHYSICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0378-4754;MATHEMATICS AND COMPUTERS IN SIMULATION (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0378-620X;INTEGRAL EQUATIONS AND OPERATOR THEORY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0379-4024;JOURNAL OF OPERATOR THEORY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0385-4035;HOKKAIDO MATHEMATICAL JOURNAL;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0386-2194;PROCEEDINGS OF THE JAPAN ACADEMY. SERIES A MATHEMATICAL SCIENCES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0386-5991;KODAI MATHEMATICAL JOURNAL;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0387-4982;TSUKUBA JOURNAL OF MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0391-173X;ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI SCIENZE (TESTO STAMPATO);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0393-0440;JOURNAL OF GEOMETRY AND PHYSICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0430-3202;ANNALI DELL'UNIVERSITÀ DI FERRARA. SEZIONE 7: SCIENZE MATEMATICHE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0515-0361;ASTIN BULLETIN: THE JOURNAL OF THE INTERNATIONAL ACTUARIAL ASSOCIATION;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0532-8721;FUNKCIALAJ EKVACIOJ;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0581-572X;SANKHYA. SERIES A;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0706-1994;COMPTES RENDUS MATHÉMATIQUES DE L'ACADÉMIE DES SCIENCES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0716-0917;PROYECCIONES (ANTOFAGASTA. IMPRESA);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0716-8446;SCIENTIA. SERIES A. MATHEMATICAL SCIENCES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
0718-7912;0718-7920;CHILEAN JOURNAL OF STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0723-0869;EXPOSITIONES MATHEMATICAE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0741-9937;ALGEBRAS, GROUPS AND GEOMETRIES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0746-8342;THE COLLEGE MATHEMATICS JOURNAL;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0747-7171;JOURNAL OF SYMBOLIC COMPUTATION;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0764-583X;MODÉLISATION MATHÉMATIQUE ET ANALYSE NUMÉRIQUE (IMPRIMÉ);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0797-1443;PUBLICACIONES MATEMÁTICAS DEL URUGUAY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0804-9173;STATISTICS (TRONDHEIM. TRYKT UTG.);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0835-3026;JCMCC. JOURNAL OF COMBINATORIAL MATHEMATICS AND COMBINATORIAL COMPUTING;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0862-7940;APPLICATIONS OF MATHEMATICS (PRAHA);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0862-7959;MATHEMATICA BOHEMICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0885-064X;JOURNAL OF COMPLEXITY (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0885-7474;JOURNAL OF SCIENTIFIC COMPUTING;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0893-4983;DIFFERENTIAL AND INTEGRAL EQUATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0893-9659;APPLIED MATHEMATICS LETTERS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0894-9840;JOURNAL OF THEORETICAL PROBABILITY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0898-1221;COMPUTERS & MATHEMATICS WITH APPLICATIONS (1987);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0918-4732;QUESTIONS AND ANSWERS IN GENERAL TOPOLOGY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0921-7134;ASYMPTOTIC ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1573-7586;0925-1022;DESIGNS, CODES AND CRYPTOGRAPHY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1573-2916;0925-5001;JOURNAL OF GLOBAL OPTIMIZATION;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0926-2245;DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0926-2601;POTENTIAL ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1573-2894;0926-6003;COMPUTATIONAL OPTIMIZATION AND APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0927-2852;APPLIED CATEGORICAL STRUCTURES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0928-0219;JOURNAL OF INVERSE AND ILL-POSED PROBLEMS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0929-9629;MONTE CARLO METHODS AND APPLICATIONS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0932-3902;KERNTECHNIK (1987);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0932-4194;MCSS. MATHEMATICS OF CONTROL, SIGNALS AND SYSTEMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1613-9798;0932-5026;STATISTICAL PAPERS (1988);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0933-5846;ARCHIVE FOR MATHEMATICAL LOGIC (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0933-7741;FORUM MATHEMATICUM;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0938-1279;APPLICABLE ALGEBRA IN ENGINEERING, COMMUNICATION AND COMPUTING;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0938-8974;JOURNAL OF NONLINEAR SCIENCE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1613-9658;0943-4062;COMPUTATIONAL STATISTICS (ZEITSCHRIFT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0944-2669;CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0944-6532;JOURNAL OF CONVEX ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0949-2984;FINANCE AND STOCHASTICS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0949-5932;JOURNAL OF LIE THEORY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0951-7715;NONLINEARITY (BRISTOL. PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0956-7925;EUROPEAN JOURNAL OF APPLIED MATHEMATICS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1573-1375;0960-3174;STATISTICS AND COMPUTING;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1477-0334;0962-2802;STATISTICAL METHODS IN MEDICAL RESEARCH;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0963-5483;COMBINATORICS, PROBABILITY & COMPUTING (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0970-1249;JOURNAL OF THE RAMANUJAN MATHEMATICAL SOCIETY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0971-3514;DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0972-0510;JOURNAL OF STATISTICS AND MANAGEMENT SYSTEMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0972-0871;FAR EAST JOURNAL OF MATHEMATICAL SCIENCES: FJMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0972-0960;FAR EAST JOURNAL OF APPLIED MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0972-3641;STOCHASTIC MODELLING AND APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0972-415X;JP JOURNAL OF GEOMETRY AND TOPOLOGY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0972-6802;JOURNAL OF FUNCTION SPACES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
0973-7545;0973-1377;INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS & STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0974-3243;ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0976-836X;SANKHYA. SERIES A;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;0976-8386;SANKHYA B;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1005-1031;APPL MATH SER B;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1005-3867;ALGEBRA COLLOQUIUM;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1006-9283;SCIENCE IN CHINA. SERIES A. MATHEMATICS, PHYSICS, ASTRONOMY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1012-3938;PRO MATHEMATICA (LIMA);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1012-9405;AFRIKA MATEMATIKA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1015-8634;BULLETIN OF THE KOREAN MATHEMATICAL SOCIETY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1016-443X;GEOMETRIC AND FUNCTIONAL ANALYSIS (PRINTED ED.);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1572-9265;1017-1398;NUMERICAL ALGORITHMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1019-7168;ADVANCES IN COMPUTATIONAL MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1019-8385;COMMUNICATIONS IN ANALYSIS AND GEOMETRY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1021-9722;NODEA. NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS (PRINTED ED.);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1022-1824;SELECTA MATHEMATICA, NEW SERIES (PRINTED ED.);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1024-2953;MARKOV PROCESSES AND RELATED FIELDS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1026-597X;AUSTRIAN JOURNAL OF STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
2202-3518;1034-4942;AUSTRALASIAN JOURNAL OF COMBINATORICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1572-9222;1040-7294;JOURNAL OF DYNAMICS AND DIFFERENTIAL EQUATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1042-9832;RANDOM STRUCTURES & ALGORITHMS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1047-1987;POLITICAL ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1050-5164;THE ANNALS OF APPLIED PROBABILITY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1559-002X;1050-6926;THE JOURNAL OF GEOMETRIC ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1095-7189;1052-6234;SIAM JOURNAL ON OPTIMIZATION (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1054-3406;JOURNAL OF BIOPHARMACEUTICAL STATISTICS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1055-0925;JOURNAL OF ECONOMICS AND FINANCE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1029-4937;1055-6788;OPTIMIZATION METHODS & SOFTWARE (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1056-3911;JOURNAL OF ALGEBRAIC GEOMETRY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1058-6458;EXPERIMENTAL MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1061-9208;RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1064-5616;SBORNIK. MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1064-5624;DOKLADY. MATHEMATICS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1064-5632;IZVESTIYA. MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1064-8275;SIAM JOURNAL ON SCIENTIFIC COMPUTING (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1065-2469;INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1066-8950;JOURNAL OF FUZZY MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1531-5851;1069-5869;THE JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1071-5797;FINITE FIELDS AND THEIR APPLICATIONS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1072-3374;JOURNAL OF MATHEMATICAL SCIENCES (NEW YORK, N.Y.);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1550-6150;1072-6691;ELECTRONIC JOURNAL OF DIFFERENTIAL EQUATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1072-947X;GEORGIAN MATHEMATICAL JOURNAL;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1073-2772;METHODS AND APPLICATIONS OF ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1073-2780;MATHEMATICAL RESEARCH LETTERS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1687-0247;1073-7928;INTERNATIONAL MATHEMATICS RESEARCH NOTICES;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1076-9803;NEW YORK JOURNAL OF MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1553-5231;1078-0947;DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1078-3466;INTERNATIONAL JOURNAL OF POWER & ENERGY SYSTEMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1078-6236;ADVANCES IN SYSTEMS SCIENCE AND APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1079-2724;JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1079-9389;ADVANCES IN DIFFERENTIAL EQUATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1081-2865;MATHEMATICS AND MECHANICS OF SOLIDS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1081-3810;THE ELECTRONIC JOURNAL OF LINEAR ALGEBRA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1083-4362;TRANSFORMATION GROUPS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1083-589X;ELECTRONIC COMMUNICATIONS IN PROBABILITY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1083-6489;ELECTRONIC JOURNAL OF PROBABILITY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1093-6106;THE ASIAN JOURNAL OF MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1095-0761;ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1180-4009;1099-095X;ENVIRONMETRICS (LONDON, ONT. ONLINE);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1687-0042;1110-757X;JOURNAL OF APPLIED MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1120-7183;RENDICONTI DI MATEMATICA E DELLE SUE APPLICAZIONI (1981);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1863-8260;1133-0686;TEST (MADRID);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1134-5764;TOP (MADRID);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1139-1138;REVISTA MATEMÁTICA COMPLUTENSE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1201-3390;DYNAMICS OF CONTINUOUS, DISCRETE AND IMPULSIVE SYSTEM;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1226-3192;JOURNAL OF THE KOREAN STATISTICAL SOCIETY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1230-3429;TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1234-3099;DISCUSSIONES MATHEMATICAE. GRAPH THEORY;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1239-629X;ANNALES ACADEMIAE SCIENTIARUM FENNICAE. MATHEMATICA (PAINETTU);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1259-1734;ANNALES MATHÉMATIQUES BLAISE PASCAL;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1292-8100;1262-3318;ESAIM. PROBABILITÉS ET STATISTIQUE;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1292-8119;1262-3377;ESAIM. CONTRÔLE, OPTIMISATION ET CALCUL DES VARIATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1300-0098;TURKISH JOURNAL OF MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1303-5010;HACETTEPE JOURNAL OF MATHEMATICS AND STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1307-5543;EUROPEAN JOURNAL OF PURE AND APPLIED MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1310-6600;SERDICA MATHEMATICAL JOURNAL;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1311-0454;FRACTIONAL CALCULUS AND APPLIED ANALYSIS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1311-1728;INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1312-8868;INTERNATIONAL JOURNAL OF ALGEBRA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1311-8080;1314-3395;INTERNATIONAL JOURNAL OF PURE AND APPLIED MATHEMATICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1331-4343;MATHEMATICAL INEQUALITIES & APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1337-2211;MATHEMATICA SLOVACA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1343-4373;ADVANCES IN MATHEMATICAL SCIENCES AND APPLICATIONS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1348-9151;PACIFIC JOURNAL OF OPTIMIZATION (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1350-7265;BERNOULLI (ANDOVER);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1352-8505;ENVIRONMENTAL AND ECOLOGICAL STATISTICS;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1359-8678;NONLINEAR STUDIES (ABINGDON);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
1465-3060;1364-0380;GEOMETRY & TOPOLOGY (ONLINE);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1364-7830;COMBUSTION THEORY AND MODELLING;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
;1369-1473;AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS (PRINT);1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
